1,3203.9,1,5662.474172,5653.01016,-97.7,325
1,3379.7,2,5679.170552,5681.38233,175.8,326
1,3620.6,3,5649.28207,5662.474172,240.9,327
2,3452.3,4,5637.941584,5679.170552,-168.3,328
2,3467.7,5,5672.745138,5649.28207,15.4,329
2,3406.1,6,5639.858682,5637.941584,-61.6,330
3,3641.4,7,5709.058967,5672.745138,235.3,331
3,3787.3,8,5695.678511,5639.858682,145.9,332
3,4706,9,5693.064993,5709.058967,918.7,333
4,3561,10,5793.357935,5695.678511,-1145,334
4,3052.5,11,5731.489724,5693.064993,-508.5,335
4,3322.8,12,5760.614824,5793.357935,270.3,336
1,3213.8,1,5764.90686,5731.489724,-109,337
1,3360.1,2,5783.084579,5760.614824,146.3,338
1,3591.7,3,5768.953757,5764.90686,231.6,339
2,3480.7,4,5793.398109,5783.084579,-111,340
2,3497.8,5,5817.691544,5768.953757,17.1,341
2,3476.1,6,5787.000836,5793.398109,-21.7,342
3,3692.1,7,5866.519155,5817.691544,216,343
3,3831,8,5863.801539,5787.000836,138.9,344
3,4839.5,9,5861.387537,5866.519155,1008.5,345
4,3458.3,10,5963.450519,5863.801539,-1381.2,346
4,3065.6,11,5861.222515,5861.387537,-392.7,347
4,3365.1,12,5886.744014,5963.450519,299.5,348
1,3253.1,1,5904.835365,5861.222515,-112,349
1,3391.7,2,5877.068038,5886.744014,138.6,350
1,3531.3,3,5885.81095,5904.835365,139.6,351
2,3463.3,4,5872.131604,5877.068038,-68,352
2,3578.6,5,5883.657045,5885.81095,115.3,353
2,3613.9,6,5818.05483,5872.131604,35.3,354
3,3769,7,5893.246987,5883.657045,155.1,355
3,3920.7,8,5878.276359,5818.05483,151.7,356
3,4867.7,9,5866.385406,5893.246987,947,357
4,3540.6,10,5947.223548,5878.276359,-1327.1,358
4,3144.9,11,5870.028492,5866.385406,-395.7,359
4,3396.4,12,5888.528171,5947.223548,251.5,360
1,3180.4,1,5897.322133,5870.028492,-216,361
1,3435.8,2,5918.092962,5888.528171,255.4,362
1,3579.5,3,5928.928274,5897.322133,143.7,363
2,3601.1,4,5913.552842,5918.092962,21.6,364
2,3627.1,5,5926.523443,5928.928274,26,365
2,3639,6,5865.639095,5913.552842,11.9,366
3,3725.3,7,5931.193674,5926.523443,86.3,367
3,3851.4,8,5942.46742,5865.639095,126.1,368
3,4760.2,9,5919.384475,5931.193674,908.8,369
4,3669.1,10,6008.724269,5942.46742,-1091.1,370
4,3201.1,11,5911.104537,5919.384475,-468,371
4,3393.1,12,5951.194172,6008.724269,192,372
1,3320.2,1,5939.131238,5911.104537,-72.9,373
1,3456.3,2,5955.874057,5951.194172,136.1,374
1,3602.2,3,5966.136704,5939.131238,145.9,375
2,3642.3,4,5953.482164,5955.874057,40.1,376
2,3726.1,5,5966.389366,5966.136704,83.8,377
2,3624.9,6,5891.689915,5953.482164,-101.2,378
3,3844.8,7,5958.401031,5966.389366,219.9,379
3,3997.8,8,5942.454358,5891.689915,153,380
3,4963.8,9,5923.072515,5958.401031,966,381
4,3810.6,10,5977.530564,5942.454358,-1153.2,382
4,3362.4,11,5893.041709,5923.072515,-448.2,383
4,3627,12,5961.806252,5977.530564,264.6,384
1,3460.9,1,5968.271646,5893.041709,-166.1,385
1,3653,2,5978.905242,5961.806252,192.1,386
1,3844.1,3,5961.289067,5968.271646,191.1,387
2,3878.1,4,5957.203184,5978.905242,34,388
2,3846.1,5,5965.463251,5961.289067,-32,389
2,4033.2,6,5952.365431,5957.203184,187.1,390
3,4278.7,7,5948.873861,5965.463251,245.5,391
3,4421.3,8,5965.146374,5952.365431,142.6,392
3,5357.5,9,5991.690997,5948.873861,936.2,393
4,4157.9,10,6055.615136,5965.146374,-1199.6,394
4,3682.4,11,5958.205016,5991.690997,-475.5,395
4,3983.5,12,6064.019467,6055.615136,301.1,396
1,3713.9,1,6061.53208,5958.205016,-269.6,397
1,3976.9,2,6051.071222,6064.019467,263,398
1,4319.2,3,6082.153491,6061.53208,342.3,399
2,4186.1,4,6050.569186,6051.071222,-133.1,400
2,4159.8,5,6064.123671,6082.153491,-26.3,401
2,4273.9,6,6010.11826,6050.569186,114.1,402
3,4567.9,7,6036.411167,6064.123671,294,403
3,4692.8,8,6079.952442,6010.11826,124.9,404
3,5735.9,9,6089.510597,6036.411167,1043.1,405
4,4376.7,10,6154.455613,6079.952442,-1359.2,406
4,3979.6,11,6061.371693,6089.510597,-397.1,407
4,4097.4,12,6142.276771,6154.455613,117.8,408
1,4064.9,1,6115.574287,6061.371693,-32.5,409
1,4092.5,2,6122.117406,6142.276771,27.6,410
1,4357.3,3,6138.477368,6115.574287,264.8,411
2,4225.1,4,6119.65197,6122.117406,-132.2,412
2,4239.4,5,6124.711998,6138.477368,14.3,413
2,4469,6,6084.395479,6119.65197,229.6,414
3,4696.8,7,6093.396019,6124.711998,227.8,415
3,4874.4,8,6124.826791,6084.395479,177.6,416
3,5782.3,9,6140.619941,6093.396019,907.9,417
