1,2.56675
1,2.70823
1,2.99037
1,3.74115
1,4.1206
1,4.47761
1,4.62598
1,4.87329
1,5.50193
1,5.52381
1,5.83255
1,6.22677
1,6.03843
1,5.68592
1,5.6
1,4.8119
1,4.31406
1,4.26985
1,3.53535
1,3.50584
1,3.22581
1,3.0303
1,3.33333
1,4.1129
1,5.60897
1,6.83625
1,8.41857
1,9.91479
1,10.54628
1,11.45833
1,12.04644
1,11.1346
1,9.54015
1,8.67824
1,7.38342
1,6.34115
1,6.01504
1,5.58968
1,5.18697
1,5.9034
1,6.79669
1,6.57359
1,6.59404
1,6.47523
1,7.02822
1,8.02402
1,8.92953
1,9.78318
1,10.75491
1,11.72309
1,12.64198
1,14.21002
1,14.42577
1,12.93532
1,12.53836
1,11.26107
1,9.87352
1,10.85302
1,9.58317
1,7.5815
1,6.9068
1,5.81647
1,4.44365
1,3.59408
1,3.29976
1,2.52646
1,3.23349
1,4.62585
1,4.40484
1,4.2957
1,4.1543
1,3.64109
1,3.60709
1,3.35249
1,3.51377
1,3.1054
1,1.67858
1,1.66821
1,1.34557
1,2.03833
1,3.69917
1,4.16287
1,4.40555
1,3.96541
1,3.97995
1,4.14236
1,4.30636
1,4.67451
1,5.16019
1,4.70588
1,4.62732
1,5.23288
1,4.58345
1,5.56447
1,6.27648
1,5.25905
1,4.84661
1,3.852
1,2.96536
1,2.89389
1,3.07352
1,3.07467
1,3.12197
1,3.17308
1,3.125
1,2.81723
1,2.7693
1,2.53961
1,2.3826
1,2.85517
1,2.60333
1,2.84026
1,3.09535
1,2.66398
1,2.62631
1,2.78392
1,2.82709
1,2.90013
1,3.2314
1,2.94497
1,2.30179
1,2.22505
1,1.89076
1,1.48256
1,1.58333
1,1.59619
1,1.52577
1,1.68724
1,2.11239
1,2.34646
1,2.61982
1,3.25779
1,3.29383
1,3.4689
1,3.4435
1,3.40976
1,3.32491
1,2.67823
1,1.87488
1,1.23176
1,1.31728
1,1.57628
1,2.25352
1,2.97641
1,2.00594
1,2.21689
1,2.00184
1,1.81785
1,2.78587
1,2.67486
1,3.38495
1,3.03517
1,2.92294
1,3.81975
1,3.67468
1,3.69087
1,3.92427
1,3.34012
1,1.9654
1,2.43165
1,2.66529
1,2.34897
1,4.03114
1,4.13704
1,4.31042
1,5.2525
1,1.5958
1,-0.18424
1,-0.94214
1,-1.60696
1,1.48766
1,2.35257
1,1.77527
1,1.20288
1,1.22978
1,2.14822
1,3.34611
1,3.71595
1,3.34473
1,2.82932
1,1.88792
1,1.68486
1,1.90357
1,1.7402
1,1.41472
1,1.50495
1,1.2073
1,1.42991
1,2.08034
1,1.79097
1,1.16401
1,-0.11289
1,0.03701
1,0.15861
1,0.40047
1,1.02908
1,1.06052
1,1.15042
1,1.79885
1,2.5423
1,1.91309
1,1.98165
1,2.12075
1,2.21993
1,2.67837
1,2.65883
1,2.20317
1,1.62123
1,1.82755
1,1.76352
